"","visib","temp","dewp","slp","stp","wdsp","mxspd","gust","prcp","sndp","frshtt","cityname","city","year","month","date"
"1",4.30000019073486,47.7000007629395,43.0999984741211,1026.09997558594,1025.30004882812,5.09999990463257,7.80000019073486,999.900024414062,0.310000002384186,999.900024414062,10000,"",31,2007,1,1
"2",5.09999990463257,44.5,38.5,1026.30004882812,1025.40002441406,6.09999990463257,9.69999980926514,999.900024414062,0.5,999.900024414062,10000,"",31,2007,1,2
"3",4,44.0999984741211,38.2999992370605,1027.40002441406,1026.59997558594,5.59999990463257,7.80000019073486,999.900024414062,0.200000002980232,999.900024414062,10000,"",31,2007,1,3
"4",4.30000019073486,45.0999984741211,39.2999992370605,1027.90002441406,1026.80004882812,5.59999990463257,5.80000019073486,999.900024414062,0.0700000002980232,999.900024414062,10000,"",31,2007,1,4
"5",5.19999980926514,41.4000015258789,34.5,1027.90002441406,1026.90002441406,6.80000019073486,9.69999980926514,999.900024414062,0.0399999991059303,999.900024414062,10000,"",31,2007,1,5
"6",9,36.5,17.1000003814697,1031,1029.69995117188,8.5,9.69999980926514,999.900024414062,0.0299999993294477,999.900024414062,0,"",31,2007,1,6
"7",10.3999996185303,34.5,17.2999992370605,1032.5,1031.5,5.59999990463257,9.69999980926514,999.900024414062,0,999.900024414062,0,"",31,2007,1,7
"8",8.5,37.0999984741211,19.6000003814697,1033.40002441406,1032.59997558594,4.59999990463257,9.69999980926514,999.900024414062,0,999.900024414062,0,"",31,2007,1,8
"9",6.59999990463257,37.2999992370605,21.7000007629395,1030.69995117188,1029.69995117188,2.20000004768372,5.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,1,9
"10",10.1999998092651,41.4000015258789,27.8999996185303,1031.19995117188,1030.5,4.40000009536743,7.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,1,10
"11",8.5,48.4000015258789,38.2000007629395,1029.80004882812,1028.59997558594,7.30000019073486,9.69999980926514,999.900024414062,0.0199999995529652,999.900024414062,10000,"",31,2007,1,11
"12",7.80000019073486,42.0999984741211,33.2000007629395,1031.69995117188,1030.69995117188,5.59999990463257,9.69999980926514,999.900024414062,0.0599999986588955,999.900024414062,10000,"",31,2007,1,12
"13",12.6000003814697,39.0999984741211,27.2000007629395,1032.80004882812,1031.80004882812,4.90000009536743,7.80000019073486,999.900024414062,0.0500000007450581,999.900024414062,0,"",31,2007,1,13
"14",12.8999996185303,43,32.2000007629395,1030.5,1029.59997558594,6.69999980926514,7.80000019073486,999.900024414062,0,999.900024414062,10000,"",31,2007,1,14
"15",3,43.5,40.2999992370605,1025.90002441406,1025.19995117188,4.40000009536743,5.80000019073486,999.900024414062,0.170000001788139,999.900024414062,10000,"",31,2007,1,15
"16",2.40000009536743,40.2000007629395,36.7000007629395,1027.19995117188,1026.19995117188,6.59999990463257,7.80000019073486,999.900024414062,0.150000005960464,999.900024414062,10000,"",31,2007,1,16
"17",2.90000009536743,42.2999992370605,35.2999992370605,1029.19995117188,1028.30004882812,4.59999990463257,5.80000019073486,999.900024414062,0.0199999995529652,999.900024414062,10000,"",31,2007,1,17
"18",1.39999997615814,42.7999992370605,34.2000007629395,1030.30004882812,1029.5,2.40000009536743,5.80000019073486,999.900024414062,0,999.900024414062,1e+05,"",31,2007,1,18
"19",4.09999990463257,43,36.5,1028.30004882812,1027.59997558594,3.20000004768372,5.80000019073486,999.900024414062,0.119999997317791,999.900024414062,110000,"",31,2007,1,19
"20",9.60000038146973,45.2999992370605,36.9000015258789,1029,1028.19995117188,5.09999990463257,7.80000019073486,999.900024414062,0,999.900024414062,10000,"",31,2007,1,20
"21",6.40000009536743,45.0999984741211,37.4000015258789,1029.80004882812,1028.90002441406,5.59999990463257,7.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,1,21
"22",7.09999990463257,44.7999992370605,35.2000007629395,1030.5,1029.90002441406,5.59999990463257,7.80000019073486,999.900024414062,0,999.900024414062,10000,"",31,2007,1,22
"23",6.40000009536743,42.5999984741211,36.2000007629395,1030.59997558594,1029.69995117188,6.30000019073486,7.80000019073486,999.900024414062,0.0599999986588955,999.900024414062,10000,"",31,2007,1,23
"24",6.19999980926514,39.7999992370605,28.1000003814697,1031.19995117188,1030.40002441406,4.40000009536743,7.80000019073486,999.900024414062,0.0199999995529652,999.900024414062,0,"",31,2007,1,24
"25",5,41.9000015258789,31.7999992370605,1027.19995117188,1026.5,4.09999990463257,5.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,1,25
"26",5.90000009536743,39.5,22.3999996185303,1029.40002441406,9999.900390625,6.09999990463257,13.6000003814697,999.900024414062,0,999.900024414062,0,"",31,2007,1,26
"27",6.40000009536743,41.7999992370605,22.7999992370605,1030.40002441406,1029.5,5.30000019073486,7.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,1,27
"28",8.89999961853027,36.2000007629395,19.2999992370605,1030.59997558594,1029.80004882812,5.30000019073486,9.69999980926514,999.900024414062,0,999.900024414062,0,"",31,2007,1,28
"29",8.10000038146973,43.0999984741211,24.1000003814697,1025.90002441406,1025.30004882812,3.90000009536743,7.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,1,29
"30",11.6999998092651,41.5,28.5,1029.09997558594,1028.19995117188,4.59999990463257,7.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,1,30
"31",14.3999996185303,44.2999992370605,30.6000003814697,1028.80004882812,1027.59997558594,7.80000019073486,11.6999998092651,999.900024414062,0,999.900024414062,0,"",31,2007,1,31
"32",10.6000003814697,35.2999992370605,13.3000001907349,1033.30004882812,1032.5,6.09999990463257,9.69999980926514,999.900024414062,0,999.900024414062,0,"",31,2007,2,1
"33",8.69999980926514,38.4000015258789,17.7999992370605,1030.5,1030.09997558594,4.09999990463257,7.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,2,2
"34",7.40000009536743,45.7999992370605,24.2000007629395,1024.90002441406,1024.09997558594,3.20000004768372,7.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,2,3
"35",10.3000001907349,52,32.2999992370605,1022.20001220703,1021.59997558594,6.30000019073486,9.69999980926514,999.900024414062,0,999.900024414062,0,"",31,2007,2,4
"36",8.10000038146973,58.5,36.5999984741211,1020.40002441406,1019.5,3.40000009536743,7.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,2,5
"37",6.40000009536743,60.0999984741211,42.4000015258789,1021.79998779297,1021,4.59999990463257,5.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,2,6
"38",5.09999990463257,54.7999992370605,50.5,1021.40002441406,1020.70001220703,5.30000019073486,9.69999980926514,999.900024414062,0,999.900024414062,0,"",31,2007,2,7
"39",4,50.2999992370605,46.0999984741211,1022.59997558594,1021.70001220703,4.90000009536743,7.80000019073486,999.900024414062,0.600000023841858,999.900024414062,10000,"",31,2007,2,8
"40",5.40000009536743,45.2000007629395,38.7999992370605,1022,1021.09997558594,3.90000009536743,7.80000019073486,999.900024414062,0.0299999993294477,999.900024414062,0,"",31,2007,2,9
"41",8.39999961853027,45,35.2000007629395,1024.40002441406,1023.40002441406,5.30000019073486,7.80000019073486,999.900024414062,0,999.900024414062,1e+05,"",31,2007,2,10
"42",10.1999998092651,45.2000007629395,32.7000007629395,1023.40002441406,1023,4.59999990463257,5.80000019073486,999.900024414062,0,999.900024414062,0,"",31,2007,2,11
"43",8.5,55.7999992370605,41.2000007629395,1017.09997558594,1016.70001220703,6.09999990463257,9.69999980926514,999.900024414062,0,999.900024414062,0,"",31,2007,2,12
"44",6.69999980926514,57.9000015258789,48.0999984741211,1014.20001220703,1012.79998779297,8,11.6999998092651,999.900024414062,0.509999990463257,999.900024414062,10000,"",31,2007,2,13
